paramID,Strategy name,"(S,R1,R2,R12) at t=45","(S,R1,R2,R12) at t=90","(S,R1,R2,R12) at t=135","(S,R1,R2,R12) at t=180","(S,R1,R2,R12) at t=225","(S,R1,R2,R12) at t=270","(S,R1,R2,R12) at t=315","(S,R1,R2,R12) at t=360","(S,R1,R2,R12) at t=405","(S,R1,R2,R12) at t=450","(S,R1,R2,R12) at t=495","(S,R1,R2,R12) at t=540","(S,R1,R2,R12) at t=585","(S,R1,R2,R12) at t=630","(S,R1,R2,R12) at t=675","(S,R1,R2,R12) at t=720","(S,R1,R2,R12) at t=765","(S,R1,R2,R12) at t=810","(S,R1,R2,R12) at t=855","(S,R1,R2,R12) at t=900","(S,R1,R2,R12) at t=945","(S,R1,R2,R12) at t=990","(S,R1,R2,R12) at t=1035","(S,R1,R2,R12) at t=1080","(S,R1,R2,R12) at t=1125","(S,R1,R2,R12) at t=1170","(S,R1,R2,R12) at t=1215","(S,R1,R2,R12) at t=1260","(S,R1,R2,R12) at t=1305","(S,R1,R2,R12) at t=1350","(S,R1,R2,R12) at t=1395","(S,R1,R2,R12) at t=1440","(S,R1,R2,R12) at t=1485","(S,R1,R2,R12) at t=1530","(S,R1,R2,R12) at t=1575","(S,R1,R2,R12) at t=1620","(S,R1,R2,R12) at t=1665","(S,R1,R2,R12) at t=1710","(S,R1,R2,R12) at t=1755","(S,R1,R2,R12) at t=1800"
560634,strategy0,"(9.90e-01,8.92e+01,9.90e-01,0.00e+00)","(9.90e-01,7.28e+02,9.90e-01,0.00e+00)","(9.90e-01,5.94e+03,9.90e-01,1.00e-02)","(9.90e-01,4.85e+04,9.90e-01,1.10e-01)","(9.90e-01,3.96e+05,9.90e-01,8.90e-01)","(9.90e-01,3.23e+06,9.90e-01,2.12e+01)","(9.90e-01,2.64e+07,9.90e-01,2.98e+02)","(9.90e-01,2.16e+08,9.90e-01,3.45e+03)","(9.90e-01,1.76e+09,9.90e-01,3.64e+04)","(9.90e-01,1.55e+10,9.90e-01,4.00e+05)","(9.90e-01,1.36e+11,9.90e-01,4.23e+06)","(9.90e-01,1.19e+12,9.90e-01,4.35e+07)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
560634,strategy1,nan
560634,strategy2.1,nan
560634,strategy2.2,"(9.90e-01,8.92e+01,9.90e-01,0.00e+00)","(9.90e-01,7.84e+02,9.90e-01,0.00e+00)","(9.90e-01,6.89e+03,9.90e-01,1.00e-02)","(9.90e-01,6.05e+04,9.90e-01,1.30e-01)","(9.90e-01,5.32e+05,9.90e-01,1.36e+00)","(9.90e-01,4.68e+06,9.90e-01,3.44e+01)","(9.90e-01,3.96e+07,9.90e-01,4.82e+02)","(9.90e-01,3.23e+08,9.90e-01,5.46e+03)","(9.90e-01,2.64e+09,9.90e-01,5.70e+04)","(9.90e-01,2.16e+10,9.90e-01,5.67e+05)","(9.90e-01,1.76e+11,9.90e-01,5.46e+06)","(9.90e-01,1.55e+12,9.90e-01,5.63e+07)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
560634,strategy3,nan
560634,strategy4,nan
560634,strategy5,nan
560634,strategy6,nan
560634,strategy7,nan
560634,strategy8,nan
560634,strategy9,nan
562799,strategy0,"(9.90e-01,2.08e+03,9.90e-01,2.89e+00)","(9.90e-01,1.85e+04,9.90e-01,6.61e+01)","(9.90e-01,1.64e+05,9.90e-01,9.45e+02)","(9.90e-01,1.45e+06,9.90e-01,1.16e+04)","(9.90e-01,1.29e+07,9.90e-01,1.31e+05)","(9.90e-01,1.14e+08,9.90e-01,1.41e+06)","(9.90e-01,1.01e+09,9.90e-01,1.47e+07)","(9.90e-01,8.46e+09,9.90e-01,1.50e+08)","(9.90e-01,7.08e+10,9.90e-01,1.49e+09)","(9.90e-01,5.92e+11,9.90e-01,1.46e+10)","(9.90e-01,4.96e+12,9.90e-01,1.41e+11)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
562799,strategy1,nan
562799,strategy2.1,nan
