paramID,strategy0,strategy1,strategy2.1,strategy2.2,strategy3,strategy4,strategy5,strategy6,strategy7,strategy8,strategy9,optimal
560634,807.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562799,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560643,604.0,nan,nan,665.0,nan,nan,nan,nan,nan,nan,nan
560780,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561091,1102.0,nan,nan,730.0,nan,nan,nan,nan,nan,nan,nan
562213,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562105,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560787,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567020,529.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565653,715.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565542,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560435,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560489,668.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562711,755.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563191,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560451,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561038,1010.0,nan,nan,731.0,nan,nan,nan,nan,nan,nan,nan
562372,476.0,nan,nan,514.0,nan,nan,nan,nan,nan,nan,nan
566878,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560879,1029.0,nan,nan,940.0,nan,nan,nan,nan,nan,nan,nan
562012,811.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561120,1845,nan,nan,940.0,nan,nan,nan,nan,nan,nan,nan
560593,669.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562655,811.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560359,777.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
566670,590.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562890,668.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560683,832.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562948,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560838,860.0,nan,nan,836.0,nan,nan,nan,nan,nan,nan,nan
562366,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565886,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560249,728.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564427,712.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560891,974.0,nan,nan,731.0,nan,nan,nan,nan,nan,nan,nan
568147,707.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565499,1801.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560069,869.0,nan,nan,1249.0,nan,nan,nan,nan,nan,nan,nan
560265,471.0,nan,nan,503.0,nan,nan,nan,nan,nan,nan,nan
565311,542.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563442,859.0,nan,nan,946.0,nan,nan,nan,nan,nan,nan,nan
562351,657.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563202,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560099,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565113,713.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560116,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560397,1220.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565004,592.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
566829,790.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560935,929.0,nan,nan,836.0,nan,nan,nan,nan,nan,nan,nan
563330,961.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565205,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560447,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565067,473.0,nan,nan,588.0,nan,nan,nan,nan,nan,nan,nan
560595,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561027,982.0,nan,nan,940.0,nan,nan,nan,nan,nan,nan,nan
560352,846.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561871,808.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562072,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567111,600.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562409,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560152,658.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561074,1801.0,nan,nan,940.0,nan,nan,nan,nan,nan,nan,nan
565500,1801.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560998,718.0,nan,nan,626.0,nan,nan,nan,nan,nan,nan,nan
560140,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562665,534.0,nan,nan,568.0,nan,nan,nan,nan,nan,nan,nan
561919,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561858,857.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560887,860.0,nan,nan,836.0,nan,nan,nan,nan,nan,nan,nan
561970,733.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562903,604.0,nan,nan,663.0,nan,nan,nan,nan,nan,nan,nan
560004,755.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560302,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563034,888.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564954,659.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562399,816.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560649,607.0,nan,nan,662.0,nan,nan,nan,nan,nan,nan,nan
562015,597.0,nan,nan,652.0,nan,nan,nan,nan,nan,nan,nan
560784,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560490,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
568056,588.0,nan,nan,1003.0,nan,nan,nan,nan,nan,nan,nan
560055,1039.0,nan,nan,1603.0,nan,nan,nan,nan,nan,nan,nan
568203,729.0,nan,nan,1015.0,nan,nan,nan,nan,nan,nan,nan
561045,899.0,nan,nan,626.0,nan,nan,nan,nan,nan,nan,nan
560452,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560052,1589.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560196,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563197,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565102,619.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560148,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562312,810.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560350,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562406,765.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564625,533.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563104,819.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
569281,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563203,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560192,859.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
569813,534.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560889,1845,nan,nan,731.0,nan,nan,nan,nan,nan,nan,nan
563139,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560650,542.0,nan,nan,588.0,nan,nan,nan,nan,nan,nan,nan
560950,651.0,nan,nan,626.0,nan,nan,nan,nan,nan,nan,nan
560744,1725.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564372,665.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562642,860.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565851,1801.0,nan,nan,990.0,nan,nan,nan,nan,nan,nan,nan
565752,654.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562176,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565702,716.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567565,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567902,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
569463,594.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562648,880.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562565,668.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563184,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562078,546.0,nan,nan,646.0,nan,nan,nan,nan,nan,nan,nan
562415,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560399,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560157,733.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560798,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564820,1801.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560795,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564409,676.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562075,805.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560486,875.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567460,606.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564771,635.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562112,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563282,892.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560408,1586.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563040,896.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565058,667.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562208,799.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562942,882.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567699,602.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562121,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560976,1103.0,nan,nan,940.0,nan,nan,nan,nan,nan,nan,nan
560934,1000.0,nan,nan,836.0,nan,nan,nan,nan,nan,nan,nan
564968,534.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560306,596.0,nan,nan,639.0,nan,nan,nan,nan,nan,nan,nan
561966,591.0,nan,nan,639.0,nan,nan,nan,nan,nan,nan,nan
560846,697.0,nan,nan,730.0,nan,nan,nan,nan,nan,nan,nan
563385,939.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562848,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563348,863.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565305,540.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
565206,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567859,706.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562859,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562272,598.0,nan,nan,639.0,nan,nan,nan,nan,nan,nan,nan
560212,741.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560505,845.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562691,870.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563478,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562315,594.0,nan,nan,638.0,nan,nan,nan,nan,nan,nan,nan
561965,658.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560748,982.0,nan,nan,644.0,nan,nan,nan,nan,nan,nan,nan
560985,862.0,nan,nan,836.0,nan,nan,nan,nan,nan,nan,nan
560166,533.0,nan,nan,567.0,nan,nan,nan,nan,nan,nan,nan
569267,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564428,635.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560538,668.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
566719,591.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560198,878.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562556,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
569771,471.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
564379,601.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567117,605.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
561088,1634.0,nan,nan,731.0,nan,nan,nan,nan,nan,nan,nan
560799,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562076,714.0,nan,nan,825.0,nan,nan,nan,nan,nan,nan,nan
560108,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563083,1023.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560143,859.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560801,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
567564,1845,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
562939,668.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560045,1596.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
560899,785.0,nan,nan,626.0,nan,nan,nan,nan,nan,nan,nan
564765,626.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
563051,547.0,nan,nan,589.0,nan,nan,nan,nan,nan,nan,nan
569133,537.0,nan,nan,1845,nan,nan,nan,nan,nan,nan,nan
