paramID,Spop,R1pop,R2pop,R12pop,g0_S,g0_R1,g0_R2,g0_R12,Sa.S.D1.,Sa.S.D2.,Sa.R1.D1.,Sa.R1.D2.,Sa.R2.D1.,Sa.R2.D2.,Sa.R12.D1.,Sa.R12.D2.,T.S..S.,T.S..R1.,T.S..R2.,T.S..R12.,T.R1..S.,T.R1..R1.,T.R1..R2.,T.R1..R12.,T.R2..S.,T.R2..R1.,T.R2..R2.,T.R2..R12.,T.R12..S.,T.R12..R1.,T.R12..R2.,T.R12..R12.
560634,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,2.2034e-06,0.0020402,2.2034e-06,0,0,0,0,1e-07,0,0,0,2.154e-06,0,0,0,0,2.154e-06,1e-07,0
562799,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.00021333,0.0089228,2.2307,0.00074684,0.00021333,0.00074684,0,0,0,0,2.154e-06,0,0,0,0.001,0,0,0,0,0.001,2.154e-06,0
560643,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,2.2034e-06,0.0020402,2.2034e-06,0,0,0,0,2.154e-06,0,0,0,0.001,0,0,0,0,0.001,2.154e-06,0
560780,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,0.0019273,0.0020402,0.0019273,0,0,0,0,1e-07,0,0,0,1e-07,0,0,0,0,1e-07,1e-07,0
561091,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.019407,0.0024092,2.2307,0.00020164,0.019407,0.00020164,0,0,0,0,4.642e-05,0,0,0,0.001,0,0,0,0,0.001,4.642e-05,0
562213,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,2.2307e-05,0.0089228,2.2307,0,2.2307e-05,0,0,0,0,0,4.642e-05,0,0,0,2.154e-10,0,0,0,0,2.154e-10,4.642e-05,0
562105,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0,0.0089228,2.2307,0.00074684,0,0.00074684,0,0,0,0,1e-07,0,0,0,4.642e-05,0,0,0,0,4.642e-05,1e-07,0
560787,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,0.0019273,0.0020402,0.0019273,0,0,0,0,2.154e-06,0,0,0,1e-07,0,0,0,0,1e-07,2.154e-06,0
567020,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.121082,2.2307e-05,0.121082,2.2307,0,2.2307e-05,0,0,0,0,0,4.642e-05,0,0,0,0.001,0,0,0,0,0.001,4.642e-05,0
565653,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.03288,0.019407,0.03288,2.2307,0,0.019407,0,0,0,0,0,0.001,0,0,0,2.154e-06,0,0,0,0,2.154e-06,0.001,0
565542,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.03288,0.0020402,0.03288,2.2307,0.002752,0.0020402,0.002752,0,0,0,0,2.154e-06,0,0,0,4.642e-05,0,0,0,0,4.642e-05,2.154e-06,0
560435,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.00021333,0.0024092,2.2307,0.0019273,0.00021333,0.0019273,0,0,0,0,1e-07,0,0,0,2.154e-10,0,0,0,0,2.154e-10,1e-07,0
560489,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,0,0.0020402,0,0,0,0,0,1e-07,0,0,0,0.001,0,0,0,0,0.001,1e-07,0
562711,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.00021333,0.0089228,2.2307,8.1608e-06,0.00021333,8.1608e-06,0,0,0,0,0.001,0,0,0,4.642e-09,0,0,0,0,4.642e-09,0.001,0
563191,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.0020402,0.0089228,2.2307,0.0071382,0.0020402,0.0071382,0,0,0,0,2.154e-06,0,0,0,0.001,0,0,0,0,0.001,2.154e-06,0
560451,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.00021333,0.0024092,2.2307,0.0019273,0.00021333,0.0019273,0,0,0,0,4.642e-05,0,0,0,1e-07,0,0,0,0,1e-07,4.642e-05,0
561038,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.019407,0.0024092,2.2307,2.096e-05,0.019407,2.096e-05,0,0,0,0,4.642e-05,0,0,0,4.642e-09,0,0,0,0,4.642e-09,4.642e-05,0
562372,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,2.2307e-05,0.0089228,2.2307,8.1608e-06,2.2307e-05,8.1608e-06,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0.001,0.001,0
566878,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.121082,0,0.121082,2.2307,0.0010534,0,0.0010534,0,0,0,0,0.001,0,0,0,2.154e-06,0,0,0,0,2.154e-06,0.001,0
560879,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.019407,0.0024092,2.2307,2.4092e-08,0.019407,2.4092e-08,0,0,0,0,1e-07,0,0,0,2.154e-06,0,0,0,0,2.154e-06,1e-07,0
562012,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0,0.0089228,2.2307,8.1608e-06,0,8.1608e-06,0,0,0,0,2.154e-06,0,0,0,1e-07,0,0,0,0,1e-07,2.154e-06,0
561120,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.019407,0.0024092,2.2307,0.0019273,0.019407,0.0019273,0,0,0,0,1e-07,0,0,0,1e-11,0,0,0,0,1e-11,1e-07,0
560593,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,2.304e-07,0.0020402,2.304e-07,0,0,0,0,2.154e-06,0,0,0,4.642e-05,0,0,0,0,4.642e-05,2.154e-06,0
562655,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.00021333,0.0089228,2.2307,8.5332e-07,0.00021333,8.5332e-07,0,0,0,0,4.642e-05,0,0,0,4.642e-09,0,0,0,0,4.642e-09,4.642e-05,0
560359,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.00021333,0.0024092,2.2307,2.096e-05,0.00021333,2.096e-05,0,0,0,0,0.001,0,0,0,4.642e-09,0,0,0,0,4.642e-09,0.001,0
566670,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.121082,0,0.121082,2.2307,0,0,0,0,0,0,0,2.154e-06,0,0,0,0.001,0,0,0,0,0.001,2.154e-06,0
562890,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.0020402,0.0089228,2.2307,0,0.0020402,0,0,0,0,0,1e-07,0,0,0,0.001,0,0,0,0,0.001,1e-07,0
560683,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.0020402,0.0024092,2.2307,2.096e-05,0.0020402,2.096e-05,0,0,0,0,1e-07,0,0,0,2.154e-06,0,0,0,0,2.154e-06,1e-07,0
562948,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0089228,0.0020402,0.0089228,2.2307,8.9228e-08,0.0020402,8.9228e-08,0,0,0,0,4.642e-05,0,0,0,2.154e-10,0,0,0,0,2.154e-10,4.642e-05,0
560838,5000000000,0,0,0,0.0487,0.0487,0.0487,0.0487,2.2307,0.0024092,0.019407,0.0024092,2.2307,0,0.019407,0,0,0,0,0,2.154e-06,0,0,0,4.642e-05,0,0,0,0,4.642e-05,2.154e-06,0
